gl,16,10000,rok,30,28.10158289,28.64625213,28.1059557,28.1059557,28.10187442,28.10158289,28.10158289,28.10158289,28.10158289,28.10158289,28.10158289,4294,141,288,,,,,,,,,
gl,16,10000,rok,30,28.10270929,28.73937126,28.7372472,28.73535353,28.73382942,28.73212165,28.72300117,28.1235313,28.10270929,28.10270929,28.10270929,7119,224,289,,,,,,,,,
gl,16,10000,rok,30,28.73506119,28.74332878,28.73788554,28.73506119,28.73506119,28.73506119,28.73506119,28.73506119,28.73506119,28.73506119,28.73506119,2263,94,288,,,,,,,,,
gl,16,10000,rok,30,28.10051313,28.1334744,28.10588757,28.10073006,28.10073006,28.10073006,28.10073006,28.10073006,28.10073006,28.10051313,28.10051313,8829,256,286,,,,,,,,,
gl,16,10000,rok,30,28.10107724,28.63240531,28.10385841,28.10385841,28.10109505,28.10107724,28.10107724,28.10107724,28.10107724,28.10107724,28.10107724,4587,142,283,,,,,,,,,
gl,16,10000,rok,30,28.75113716,28.76114217,28.75826697,28.75216604,28.75121252,28.75113716,28.75113716,28.75113716,28.75113716,28.75113716,28.75113716,4150,136,287,,,,,,,,,
gl,16,10000,rok,30,28.74190368,28.74947156,28.74733948,28.74382012,28.74348296,28.74348296,28.74190368,28.74190368,28.74190368,28.74190368,28.74190368,5838,173,287,,,,,,,,,
gl,16,10000,rok,30,28.7332102,28.74012389,28.73686197,28.73686197,28.73559553,28.73559553,28.73543234,28.73543234,28.7332102,28.7332102,28.7332102,7976,240,287,,,,,,,,,
gl,16,10000,rok,30,28.73848394,28.74771984,28.74069721,28.74069721,28.74069721,28.74069721,28.74069721,28.73848394,28.73848394,28.73848394,28.73848394,6868,215,286,,,,,,,,,
gl,16,10000,rok,30,28.10242868,28.11181982,28.10264537,28.10264537,28.10264537,28.10264537,28.10264537,28.10264537,28.10264537,28.10264537,28.10242868,9586,277,292,,,,,,,,,
gl,16,10000,rok,30,28.73317512,28.74447438,28.7414543,28.7414543,28.7372402,28.7372402,28.73557317,28.73368291,28.73368291,28.73368291,28.73317512,9930,280,288,,,,,,,,,
gl,16,10000,rok,30,28.10096444,28.11730693,28.1105841,28.10096444,28.10096444,28.10096444,28.10096444,28.10096444,28.10096444,28.10096444,28.10096444,2032,89,290,,,,,,,,,
gl,16,10000,rok,30,28.09922771,28.1012595,28.0992385,28.0992385,28.0992385,28.0992385,28.0992385,28.09922771,28.09922771,28.09922771,28.09922771,6488,201,288,,,,,,,,,
gl,16,10000,rok,30,28.09985505,28.12688099,28.09985505,28.09985505,28.09985505,28.09985505,28.09985505,28.09985505,28.09985505,28.09985505,28.09985505,1074,66,289,,,,,,,,,
gl,16,10000,rok,30,28.75188426,28.76007333,28.75747623,28.75272752,28.75235982,28.75235982,28.75212759,28.75212759,28.75212759,28.75188426,28.75188426,8998,264,291,,,,,,,,,
gl,16,10000,rok,30,28.74217942,28.74842159,28.74842159,28.74842159,28.74842159,28.74611982,28.74412142,28.74217942,28.74217942,28.74217942,28.74217942,6984,226,295,,,,,,,,,
gl,16,10000,rok,30,28.73320684,28.73912946,28.73912946,28.73829384,28.73829384,28.73392221,28.73392221,28.73320684,28.73320684,28.73320684,28.73320684,6013,182,288,,,,,,,,,
gl,16,10000,rok,30,28.09610009,28.10967705,28.10767895,28.09899568,28.09899568,28.09899568,28.09899568,28.09899568,28.09610009,28.09610009,28.09610009,7359,228,288,,,,,,,,,
gl,16,10000,rok,30,28.10129058,28.11977901,28.10563852,28.10563852,28.10563852,28.10532275,28.10532275,28.10129058,28.10129058,28.10129058,28.10129058,6916,219,289,,,,,,,,,
gl,16,10000,rok,30,28.10064414,28.75710669,28.75154078,28.11612679,28.10214386,28.10214386,28.10214386,28.10214386,28.10214386,28.10064414,28.10064414,8562,251,286,,,,,,,,,
